sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,target
2.9441649962242336,-0.9985915507211254,3.391353293101452,0.6186926414880555,1.2586391771941234,-3.069388179570517,0.2407646393635623,-3.7912294528970643,-1.1426193061688938,-4.168803971176764,-1.8474038419255796,7.022406619985436,-2.234347211000652,0.053088051361297794,0.43174299237364844,-0.3106633260229256,0.024758371426044767,1.1065983932856645,-1.8754423504160296,0.5011770062748038,0
2.046692672048941,-0.5587903386444261,-3.7928526013168815,1.495057163888574,2.7335057139918475,-1.3571175195063416,-0.3752512721207172,-0.8662979086742334,0.1865639493060263,-0.43595192731995003,-0.19486895700642237,0.3018731149327792,0.5648804172848905,1.393340659754787,3.0552166081997654,-0.4183779351029197,0.1752538964448683,0.5108215963243392,0.1353345061801785,0.1675335454997007,0
2.7521623012036747,-0.5571650925178967,1.5157566691751096,1.1668797554669585,-2.615778322614017,-2.953124667022859,-1.038738953669101,-0.5590674084424426,3.279707986817703,-2.513501947321621,-2.8728186703397482,1.8240087868057904,-2.1786171025131407,1.93626352291824,0.8183686772928056,-1.0706492042490674,1.1213391406617985,-1.2694951140526878,-1.836434327783543,0.9957739687929634,0
3.758841793830063,1.7740633864071853,-7.835727061733121,0.9951923874785314,0.9148892518044398,-0.5592268315006138,2.296540340541709,-3.388484375186586,-4.871769870393912,-1.4639443828218073,6.05331503294063,2.4697482701858213,0.19445249911809093,0.3291223576669251,5.334519748478079,-0.9762990362104499,0.31533491407774344,2.5733785247922176,3.092407581589538,-1.9602337386125688,0
-9.402972721321913,-0.4228724541106588,7.830606723294151,2.9701748601970497,-0.4437410768611995,2.9003632934010057,-3.2095757985315116,-2.7587856086591667,-6.001959600092261,-2.2186539823770084,-5.196640597837118,-3.3887290752535097,2.4991876417360217,-2.2278523766724065,-4.432212346026634,-0.389933394889139,0.27071918962171243,0.42551857477503463,0.745784874308816,1.6750623437769239,0
2.305293810147688,-1.1236416041549329,-2.3001459011516627,-0.12119869019940244,-0.2854304882805991,-3.051082228816244,-1.1594432377592703,0.8606043461131391,-8.895450050413084,-1.487280376407984,2.030884947605886,8.904285399196707,1.5153192633895014,-2.6428172185148586,1.0328416578280346,1.1487295795539394,0.9006686421474223,6.345988548505566,1.7448842345211417,0.21907133638154325,0
4.629541112097006,2.596460022756423,-1.7532800812034832,-1.677129453590637,1.9610832273738836,-3.423481450962214,-1.0431857313962238,3.168416861874067,4.665138571295792,2.1381925978153884,-1.6242751918060108,2.916025741772098,-0.5789613604992885,1.4974755657018437,0.5946606449382703,-0.4959371468792039,-0.4136972294690056,0.6351747830835086,-2.0155748849561017,0.265541674557667,0
-0.12141633458168577,1.2614471327092556,-4.664490653985415,1.2185938953810056,0.477353060519314,1.104572725857237,-0.5395113325627952,5.135093581350684,0.7109261700727666,4.95090090716594,-0.6156970782066765,-7.6836894769230035,1.1314865579370816,-0.6900949677280932,0.8716421305659694,0.22756222438416132,-0.8779900170857423,-2.3111151052604884,1.8601761506459968,0.3507005362014081,0
-2.4143375481484846,1.2803067298365276,4.4477811852153035,0.9888591834563094,0.007526888946156536,-1.1367755320087014,-3.1107209457235947,-1.1523829915806743,-3.6461706257544466,-2.747189555696184,-2.9875508866200318,4.582682008390446,0.702237398256516,-1.4326894078209784,-1.9093361951014383,0.4828083806088357,-1.325543203874701,3.070839101220388,-0.7002137236862689,-0.4248197551793991,0
4.297811325066784,1.0930052030854547,2.2649520483027814,-1.0995474389872153,-2.0645937834641117,-3.2966978380741283,0.004278673280486922,-3.1863074283589854,0.05985346639110162,-3.2152658940281946,-0.06720956114972618,7.221538847127651,-2.0220051078979218,0.708784837941119,0.7330502397149843,0.12397736673574675,0.2351957792331604,1.5162476497050537,-0.927013306880822,-0.7186144429665321,0
